Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32021214,"Maximum Harm: The Tsarnaev Brothers, the FBI, and the Road to the Marathon Bombing",Michele R. McPhee,"McPhee, Michele R.",,"=""1611688493""","=""9781611688498""",0,4.06,ForeEdge,Hardcover,340,2017,2017,,2023/04/24,currently-reading,currently-reading (#1),currently-reading,,,,1,0
59069460,The Girl Before,J.P. Delaney,"Delaney, J.P.",,"=""1529410509""","=""9781529410501""",3,3.70,Quercus,Paperback,0,2020,2017,2024/10/10,2023/12/30,,,read,,,,1,0
9598224,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0241951445""","=""9780241951446""",3,4.00,Penguin Books,Paperback,141,2011,1962,2024/10/06,2024/10/04,,,read,,,,1,0
40543864,Feminism,Deborah Cameron,"Cameron, Deborah",,"=""1781258376""","=""9781781258378""",0,4.36,PROFILE BOOKS,Paperback,160,2018,2018,,2024/10/03,to-read,to-read (#61),to-read,,,,0,0
8031168,"Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference",Cordelia Fine,"Fine, Cordelia",,"=""0393068382""","=""9780393068382""",0,4.08,W.W. Norton & Company,Hardcover,338,2010,2010,,2024/10/03,to-read,to-read (#60),to-read,,,,0,0
44778173,The Squiggly Career,Helen Tupper,"Tupper, Helen",,"=""0241385849""","=""9780241385845""",0,3.95,Portfolio Penguin,Paperback,240,2022,2020,,2024/10/03,to-read,to-read (#59),to-read,,,,0,0
12840503,The Exorcist,William Peter Blatty,"Blatty, William Peter",,"=""0552166774""","=""9780552166775""",4,4.20,Corgi Books,Paperback,378,2011,1971,2024/10/03,2024/09/29,,,read,,,,1,0
34043643,"The Last Mrs. Parrish (Mrs. Parrish, #1)",Liv Constantine,"Constantine, Liv",,"=""0062688162""","=""9780062688163""",0,3.97,Harper Large Print,Paperback,560,2017,2017,,2024/09/29,to-read,to-read (#58),to-read,,,,0,0
62698525,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1804940879""","=""9781804940877""",5,4.21,Penguin,Paperback,384,2023,2022,2024/09/28,2024/09/23,,,read,,,,1,0
49098237,Written in Bone: Hidden Stories in What We Leave Behind,Sue Black,"Black, Sue",,"=""0857526901""","=""9780857526908""",4,4.31,Doubleday,Hardcover,368,2020,2020,2024/09/22,2024/06/02,books-from-harry,books-from-harry (#4),read,,,,1,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.98,Allen & Unwin,Paperback,288,2019,2013,,2024/09/16,to-read,to-read (#57),to-read,,,,0,0
578596,Bridget Jones's Diary,Helen Fielding,"Fielding, Helen",,"=""0330332775""","=""9780330332774""",3,3.80,Picador,Paperback,310,1997,1999,2024/09/12,2024/09/05,,,read,,,,1,0
212375021,You Killed Me First,John Marrs,"Marrs, John",,"=""166250649X""","=""9781662506499""",0,4.57,Thomas & Mercer,Paperback,399,2025,2025,,2024/09/12,to-read,to-read (#56),to-read,,,,0,0
51763423,Magpie Lane,Lucy Atkins,"Atkins, Lucy",,"=""1786485575""","=""9781786485571""",4,3.97,Quercus,Hardcover,354,2020,2020,2024/09/04,2024/08/30,,,read,,,,1,0
32489951,Hot Milk,Deborah Levy,"Levy, Deborah",,"=""0241968038""","=""9780241968031""",3,3.48,Penguin,Paperback,218,2017,2015,2024/08/30,2024/08/24,,,read,,,,1,0
203382742,Yellowface (International Edition),R.F. Kuang,"Kuang, R.F.",,"=""0008532818""","=""9780008532819""",4,3.76,Borough Press,Paperback,336,2024,2023,2024/08/23,2024/08/16,,,read,,,,1,0
40060637,Educated,Tara Westover,"Westover, Tara",,"=""0099511029""","=""9780099511021""",5,4.47,WINDMILL BOOKS,Paperback,384,2018,2018,2024/08/16,2024/08/11,,,read,,,,1,0
33516773,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399587195""","=""9780399587191""",4,4.31,Berkley,Paperback,460,2017,2014,2024/08/11,2024/08/04,,,read,,,,1,0
36114475,Mindhunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""1787460614""","=""9781787460614""",0,4.09,Arrow,Paperback,420,2017,1995,,2024/08/09,to-read,to-read (#55),to-read,,,,0,0
28352416,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1784161756""","=""9781784161750""",4,3.96,Black Swan,Paperback,409,2016,2015,2024/08/04,2024/07/30,,,read,,,,1,0
45360527,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1409181634""","=""9781409181637""",4,4.18,Orion Publishing Group,Paperback,352,2020,2019,2024/07/30,2024/02/04,,,read,,,,1,0
61324696,Brutes,Dizz Tate,"Tate, Dizz",,"=""1646221672""","=""9781646221677""",0,3.18,Catapult,Hardcover,304,2023,2023,,2024/07/24,to-read,to-read (#54),to-read,,,,0,0
199960704,Every Man for Himself and God Against All,Werner Herzog,"Herzog, Werner",Michael Hofmann,"=""1847927246""","=""9781847927248""",4,4.24,Bodley Head,Hardcover,355,2023,2022,2024/07/24,2024/07/19,books-from-alex,books-from-alex (#28),read,,,,1,0
75101923,The List,Yomi Adegoke,"Adegoke, Yomi",,"=""0008544506""","=""9780008544508""",3,3.04,4th Estate GB,Paperback,384,2023,2023,2024/07/18,2024/06/05,books-from-katerina,books-from-katerina (#1),read,,,,1,0
64334677,The Mess We’re In,Annie Macmanus,"Macmanus, Annie",,"=""1472297121""","=""9781472297129""",3,3.40,Wildfire,Hardcover,376,2023,2023,2024/07/10,2024/07/02,books-from-alex,books-from-alex (#27),read,,,,1,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.40,Random House,Mass Market Paperback,384,2002,1980,,2024/07/09,to-read,to-read (#53),to-read,,,,0,0
57951370,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""0241988659""","=""9780241988657""",4,4.11,Penguin,Paperback,248,2022,2020,2024/07/02,2024/06/24,books-from-alex,books-from-alex (#26),read,,,,1,0
123259938,Young Mungo,Douglas   Stuart,"Stuart, Douglas",,"=""1529068789""","=""9781529068788""",4,4.38,Picador,Paperback,390,2023,2022,2024/06/18,2024/06/09,books-from-alex,books-from-alex (#23),read,,,,1,0
123167259,Trespasses,Louise Kennedy,"Kennedy, Louise",,"=""1526623366""","=""9781526623362""",3,3.99,BLOOMSBURY,Paperback,311,2023,2022,2024/05/15,2024/05/09,books-from-alex,books-from-alex (#25),read,,,,1,0
59903149,Strong Female Character,Fern  Brady,"Brady, Fern",,"=""1914240448""","=""9781914240447""",4,4.47,Brazen,Hardcover,288,2023,2023,2024/06/06,2024/05/30,books-from-alex,books-from-alex (#24),read,,,,1,0
23593321,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""1447268970""","=""9781447268970""",3,4.07,Picador,Paperback,339,2015,2014,2024/05/30,2024/05/19,,,read,,,,1,0
152038,The Politics of Heroin: CIA Complicity in the Global Drug Trade,Alfred W. McCoy,"McCoy, Alfred W.",,"=""1556524838""","=""9781556524837""",0,4.37,Lawrence Hill Books,Paperback,709,2003,1972,,2024/05/09,to-read,to-read (#52),to-read,,,,0,0
29408433,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""1447294831""","=""9781447294832""",5,4.32,Picador,Paperback,723,2016,2015,2024/05/09,2024/04/21,books-from-alex,books-from-alex (#22),read,,,,1,0
61358638,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""0593239911""","=""9780593239919""",0,4.27,Crown,Hardcover,284,2023,2023,,2024/04/23,to-read,to-read (#51),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,3.63,Penguin Books,Paperback,289,2019,2018,,2024/04/21,to-read,to-read (#50),to-read,,,,0,0
58506799,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""1529087945""","=""9781529087949""",3,4.40,Pan Macmillan,Paperback,400,2021,2020,2024/04/21,2024/04/15,books-from-alex,books-from-alex (#21),read,,,,1,0
